customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
3105-LMM,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,50.28,2301.42,3,No
2852-OUP,Male,0,No,Yes,26,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),108.36,2822.1,2,No
6348-DCS,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,96.53,111.52,1,No
7190-IQN,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),50.27,3634.22,1,No
4486-AUV,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),98.69,507.04,2,No
9053-CPW,Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),128.8,1664.62,2,No
9120-KLJ,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,110.92,108.05,2,No
6063-FLX,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),119.43,1198.54,1,No
1667-UHZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),107.31,2365.15,0,No
7819-ZHZ,Female,1,No,No,67,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,99.95,6690.54,1,No
8483-REI,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.14,3595.21,1,No
5835-VQI,Male,0,No,Yes,14,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,89.46,1247.05,3,No
7132-TMP,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),104.02,1463.18,2,No
1924-MNC,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),94.73,471.44,4,Yes
4324-FRS,Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,93.35,1688.93,2,Yes
1255-EOY,Female,0,Yes,No,71,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.34,5506.01,2,No
1009-XRM,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),128.53,643.07,2,Yes
6124-WXA,Female,0,Yes,Yes,8,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,78.21,627.13,3,No
3193-OQK,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),118.0,6620.75,3,No
8449-YVQ,Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.15,2239.97,2,No
5000-BIC,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,107.48,1170.17,2,Yes
9702-AUP,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.16,1720.08,3,No
3000-EEF,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,50.46,139.01,1,No
2460-WEU,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,52.55,2562.1,3,No
5809-JSQ,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,131.55,2502.78,0,No
8245-INA,Male,0,Yes,Yes,36,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),86.23,3091.07,1,No
5780-MDA,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.38,768.29,2,Yes
5976-HBH,Female,1,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),108.93,878.78,2,Yes
1249-BVV,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),106.52,2768.34,4,No
1770-RLA,Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,99.05,504.99,2,Yes
2077-LEY,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.59,638.62,2,Yes
7544-POW,Female,0,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,74.43,1474.38,4,Yes
2252-UNB,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),112.05,1445.05,3,Yes
5530-GFB,Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.64,1854.73,1,No
7949-RBR,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,124.53,2744.33,3,Yes
7941-OSB,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),106.91,1397.64,1,No
2331-YFA,Male,1,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,106.84,1069.56,2,Yes
6115-WJS,Female,0,No,No,62,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,95.28,5907.55,3,No
3180-DJX,Male,1,Yes,Yes,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,87.93,171.63,2,No
4472-JQT,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.22,1217.4,0,No
5164-BFU,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),50.38,663.38,1,No
6569-MKK,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),105.03,1250.53,7,Yes
2906-OYW,Male,1,Yes,Yes,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.74,1954.53,3,No
8350-PKV,Male,0,No,Yes,48,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.15,2591.3,3,No
7031-HDH,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.82,1395.02,1,No
9472-CCR,Male,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),96.95,2715.96,3,No
7777-SSU,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,128.96,2321.57,1,Yes
6124-RJV,Female,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),147.67,2371.93,1,Yes
7981-AEI,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),105.22,1679.31,2,Yes
1523-ZNB,Female,1,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.08,294.48,3,Yes
8240-ZYO,Male,1,Yes,No,21,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,99.03,2078.88,3,Yes
6240-VOX,Male,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,76.23,766.07,0,No
7493-KPQ,Male,1,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,118.22,2944.12,5,Yes
2276-TOO,Male,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),127.89,2549.55,1,Yes
1638-XVN,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.61,3457.1,0,No
9150-NXB,Male,0,No,Yes,15,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),101.25,1505.44,0,No
1364-ZNX,Male,0,No,No,28,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,64.72,1812.69,1,No
6126-COW,Male,0,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,135.52,3125.41,3,Yes
3797-KOM,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,104.58,3020.15,7,Yes
4345-ZFC,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.92,356.69,2,Yes
2906-OYW,Female,0,Yes,Yes,8,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.42,604.14,0,Yes
9905-GYQ,Male,1,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,128.21,2687.98,0,No
7229-ZLY,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.58,2519.56,2,No
7288-MTY,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),102.19,3263.48,2,Yes
8561-CIM,Female,0,No,No,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.38,1556.96,3,No
7371-OVB,Female,0,Yes,No,8,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.46,466.57,0,No
8943-HQL,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),127.31,4587.97,2,No
7738-JIE,Female,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,127.99,8449.88,2,No
3739-ZBX,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),42.3,248.78,2,No
1876-FEY,Male,1,No,No,41,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,96.98,3965.99,2,No
2460-VUF,Female,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.96,437.25,2,Yes
2605-WPD,Male,0,No,No,58,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,84.04,4864.08,1,No
7986-XWI,Female,1,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.88,1026.22,4,Yes
9434-HED,Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),119.18,585.58,2,Yes
6342-FBT,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,50.78,50.35,5,Yes
9195-OFV,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.42,2540.3,1,No
3551-FSY,Female,0,Yes,No,24,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,94.1,2262.26,1,No
5289-OKH,Female,0,Yes,No,24,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,107.03,2583.54,3,Yes
7316-LEF,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),87.35,1483.87,1,No
9915-ATQ,Female,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,74.16,1769.78,4,No
7283-OAZ,Male,1,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.43,2195.6,1,No
2828-KDM,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,93.77,6737.1,4,No
3026-CAF,Female,0,No,No,11,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,116.26,1282.06,3,Yes
1009-EWJ,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),119.12,2010.98,2,No
3219-BMH,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,42.96,356.03,0,No
2619-AEI,Male,0,No,No,14,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.9,1253.15,2,Yes
3832-IKO,Male,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),135.28,5423.93,2,No
4490-QEL,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,115.1,1612.17,1,No
2908-XKI,Male,0,No,No,13,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,84.52,1103.51,4,Yes
3635-CCA,Male,1,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.28,2497.61,4,No
6415-VHK,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),86.46,72.66,4,Yes
7413-CUE,Female,0,Yes,No,48,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.61,4794.19,1,No
3898-NZD,Male,1,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.96,114.45,2,No
1600-MJY,Female,0,No,No,9,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),72.26,639.31,3,No
7943-SFA,Male,0,No,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.9,652.59,4,No
6142-OAY,Female,0,No,No,54,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,85.64,4623.19,1,No
3192-AOW,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),117.0,7029.56,1,No
5033-NUH,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,104.53,2922.62,1,No
5018-GSF,Female,0,No,No,15,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.18,1403.77,1,No
6765-CGS,Male,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.73,2010.41,1,Yes
9135-JTO,Female,0,No,No,22,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,78.12,1725.66,1,No
6742-ATG,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,99.67,7166.64,1,No
1922-DFY,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.93,2959.63,1,No
2120-EWA,Male,0,Yes,No,47,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.18,3477.27,3,No
6373-DVB,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,107.05,2368.75,2,Yes
5612-JAV,Male,0,No,No,13,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),72.37,930.16,2,No
7028-ODM,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),108.33,747.17,3,Yes
7359-TXO,Female,0,No,Yes,20,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.68,1524.17,0,No
4228-HEO,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,105.53,1156.97,1,Yes
3371-LMB,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),75.92,151.45,1,No
1094-SSD,Male,1,Yes,No,17,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.23,1707.6,2,No
1793-KET,Male,1,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,95.07,2085.77,1,No
7166-OZN,Female,0,No,Yes,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),118.79,2850.51,0,No
9554-LZM,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,117.43,224.08,5,Yes
8783-RYA,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),116.02,1975.97,2,Yes
8790-HKL,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.88,1117.36,3,No
8147-DPD,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,94.85,6825.8,2,No
4876-HJQ,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,112.48,114.51,4,Yes
9795-ZIV,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),114.75,3336.15,1,No
5146-NHI,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,108.67,227.56,2,No
4797-KWA,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,108.43,541.41,2,No
6732-UZN,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,106.87,546.88,1,No
4030-YAV,Female,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,82.7,831.9,1,Yes
5662-SHO,Female,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),115.97,5214.67,1,No
3708-OIU,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),106.67,5232.72,2,No
9393-TYU,Male,0,No,Yes,12,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,95.68,1158.87,2,No
8970-TYZ,Male,0,Yes,Yes,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,1267.55,0,No
8973-BGR,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),140.74,991.3,2,No
9666-BQK,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,128.1,1919.11,2,Yes
5971-SVX,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.06,372.85,5,No
2990-TFU,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.4,177.85,3,Yes
6975-AQK,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,48.75,253.58,3,No
5757-ZRU,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),150.98,5740.94,2,Yes
1966-QTI,Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.66,325.04,2,Yes
1688-TVV,Male,0,No,Yes,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,76.17,1825.47,0,No
6182-HQG,Male,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),106.19,535.25,1,No
2759-MWS,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),39.23,1802.82,2,No
9058-XSQ,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,116.99,1049.87,2,Yes
5524-PHS,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,82.1,154.55,2,No
3065-ANS,Male,0,No,No,16,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),64.8,1050.2,3,No
7645-QRF,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),121.9,8781.43,2,No
5926-DAH,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),131.01,5515.48,3,Yes
9038-CJJ,Male,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,114.82,2523.91,1,No
7305-AWW,Female,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,50.65,317.02,1,No
8643-RGH,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,95.86,383.01,2,Yes
1832-YWC,Male,1,Yes,No,46,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),97.24,4480.78,3,No
9519-VYO,Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,105.51,4111.11,4,Yes
4300-CSA,Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,151.56,2436.89,2,Yes
4675-OHB,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,118.15,1655.03,5,No
8970-XNX,Male,0,No,No,35,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.05,2197.65,3,No
